effectsize_id,study_id,author,year,country,journal,DOI,include,age_mean,age_med,age_min,age_max,gender,population,total_sample,ni,cm_measure,measure_mod,item_number,reliability,subtype_reliability,su_measure,cm_type,mod_cm,substance,su_mod,control_id,prop_control,mean_control,sd_control,n_control,prop_cm,mean_cm,sd_cm,n_cm,OR,or_cilb,or_ciub,ri,effectsize_metric,notes,specific_notes,additional_notes,guo_include,robust_1,robust_2,robust_3,robust_4,robust_5,robust_6
184,22,"Mills, R., Alati, R., Strathearn, L., Najman, J.M.",2013,Australia,Society for the Study of Addiction,https://doi.org/10.1111/add.12468,1,13.9,,13,14,47.9,Mater-University Study of Pregnancy (MUSP),7214,5154,case records,case records,,,,self-report,N / EA,any,smoking,cigarette,32,,,,,,,,,4.85,2.72,8.66,,OR,neglect/emotional abuse x heavy smoking,table 3 unadjusted OR,,,1,1,1,1,1,1
185,22,"Mills, R., Alati, R., Strathearn, L., Najman, J.M.",2013,Australia,Society for the Study of Addiction,https://doi.org/10.1111/add.12469,1,13.9,,13,14,47.9,Mater-University Study of Pregnancy (MUSP),7214,5154,case records,case records,,,,self-report,SA + ,any,smoking,cigarette,32,,,,,,,,,3.5,1.82,6.74,,OR,sexual+1more or other x heavy smoking ,table 3 unadjusted OR,,,1,1,1,1,1,1
186,22,"Mills, R., Alati, R., Strathearn, L., Najman, J.M.",2013,Australia,Society for the Study of Addiction,https://doi.org/10.1111/add.12470,1,13.9,,13,14,47.9,Mater-University Study of Pregnancy (MUSP),7214,5154,case records,case records,,,,self-report,PN + EN,any,smoking,cigarette,32,,,,,,,,,4.1,2.59,6.5,,OR,physical abuse + neglect/emotional abuse x heavy smoking ,table 3 unadjusted OR,,,1,1,1,1,1,1
187,23,"Negriff, S., Trickett, P.K.",2012,USA,Drug and Alcohol Dependence ,https://doi.org/10.1016/j.drugalcdep.2012.04.018,1,10.84,,9,13,50,longitudinal study of maltreatment and development ,454,303,case records,case records,,,,self-report,CM,any,alcohol,alcohol,33,,0.09,0.52,149,,0.14,0.65,290,,,,,,maltreated x T1 alcohol,table 2 means and SDs,,1,1,1,1,1,1,1
188,23,"Negriff, S., Trickett, P.K.",2012,USA,Drug and Alcohol Dependence ,https://doi.org/10.1016/j.drugalcdep.2012.04.019,1,10.84,,9,13,50,longitudinal study of maltreatment and development ,454,303,case records,case records,,,,self-report,CM,any,marijuana ,marijuana,33,,0.01,0.08,149,,0.09,0.59,290,,,,,,maltreated x T1 marijuana,table 2 means and SDs,,1,1,1,1,1,1,1
189,23,"Negriff, S., Trickett, P.K.",2012,USA,Drug and Alcohol Dependence ,https://doi.org/10.1016/j.drugalcdep.2012.04.020,1,12.01,,9,13,48,longitudinal study of maltreatment and development ,454,250,case records,case records,,,,self-report,CM,any,alcohol,alcohol,34,,0.13,0.54,142,,0.21,0.77,246,,,,,,maltreatment x alcohol substance use T2,table 2 means and standard deviations,303 = maltreatment sample; only using T2 and T3 (T1 = average age 10),1,1,1,1,1,1,1
190,23,"Negriff, S., Trickett, P.K.",2012,USA,Drug and Alcohol Dependence ,https://doi.org/10.1016/j.drugalcdep.2012.04.021,1,12.01,,9,13,48,longitudinal study of maltreatment and development ,454,250,case records,case records,,,,self-report,CM,any,marijuana ,marijuana,34,,0.01,0.08,142,,0.11,0.6,246,,,,,,maltreatment x marijuana substance use T2,table 2 means and standard deviations,,1,1,1,1,1,1,1
191,23,"Negriff, S., Trickett, P.K.",2012,USA,Drug and Alcohol Dependence ,https://doi.org/10.1016/j.drugalcdep.2012.04.022,1,13.59,,9,13,46,longitudinal study of maltreatment and development ,454,191,case records,case records,,,,self-report,CM,any,alcohol,alcohol,35,,0.65,1.49,119,,0.4,1.1,176,,,,,,maltreatment x alcohol substance use T3,table 2 means and standard deviations,,1,1,1,1,1,1,1
192,23,"Negriff, S., Trickett, P.K.",2012,USA,Drug and Alcohol Dependence ,https://doi.org/10.1016/j.drugalcdep.2012.04.023,1,13.59,,9,13,46,longitudinal study of maltreatment and development ,454,191,case records,case records,,,,self-report,CM,any,marijuana ,marijuana,35,,0.38,1.2,119,,0.4,1.29,176,,,,,,maltreatment x marijuana substance use T3,table 2 means and standard deviations,,1,1,1,1,1,1,1
193,24,"Negriff, S., Brensilver, M., Trickett, P.K.",2015,USA,Journal of Adolescent Health,https://doi-org.ezproxy.ub.gu.se/10.1016/j.jadohealth.2015.02.012,0,10.84,,9,13,50,longitudinal study of maltreatment and development ,454,303,case records,case records,,,,self-report,CM,any,alcohol,alcohol,36,,,,,,,,,,,,,,maltreatment x T1 alcohol,table 2 means and standard deviations,"both Negriff papers use the same data, therefore only including Negriff 2012",,0,0,0,0,0,0
194,24,"Negriff, S., Brensilver, M., Trickett, P.K.",2015,USA,Journal of Adolescent Health,https://doi-org.ezproxy.ub.gu.se/10.1016/j.jadohealth.2015.02.012,0,10.84,,9,13,50,longitudinal study of maltreatment and development ,454,303,case records,case records,,,,self-report,CM,any,marijuana ,marijuana,36,,,,,,,,,,,,,,maltreatment x T1 marijuana ,table 2 means and standard deviations,,,0,0,0,0,0,0
195,24,"Negriff, S., Brensilver, M., Trickett, P.K.",2015,USA,Journal of Adolescent Health,https://doi-org.ezproxy.ub.gu.se/10.1016/j.jadohealth.2015.02.012,0,12.01,,9,13,48,longitudinal study of maltreatment and development ,454,249,case records,case records,,,,self-report,CM,any,alcohol,alcohol,37,,,,,,,,,,,,,,maltreatment x alcohol T2,table 2 means and standard deviations,percentage female differences between first two and second two; from table 1 with gender differences,,0,0,0,0,0,0
196,24,"Negriff, S., Brensilver, M., Trickett, P.K.",2015,USA,Journal of Adolescent Health,https://doi-org.ezproxy.ub.gu.se/10.1016/j.jadohealth.2015.02.012,0,12.01,,9,13,48,longitudinal study of maltreatment and development ,454,249,case records,case records,,,,self-report,CM,any,marijuana ,marijuana,37,,,,,,,,,,,,,,maltreatment x marijuana T2,table 2 means and standard deviations,differences in samples as well... different waves had different numbers of maltreated participants; T2 = mean age of 12; T3 = mean age of 13.59,,0,0,0,0,0,0
197,24,"Negriff, S., Brensilver, M., Trickett, P.K.",2015,USA,Journal of Adolescent Health,https://doi-org.ezproxy.ub.gu.se/10.1016/j.jadohealth.2015.02.012,0,13.59,,9,13,46,longitudinal study of maltreatment and development ,454,193,case records,case records,,,,self-report,CM,any,alcohol,alcohol,38,,,,,,,,,,,,,,maltreatment x alcohol T3,table 2 means and standard deviations,,,0,0,0,0,0,0
198,24,"Negriff, S., Brensilver, M., Trickett, P.K.",2015,USA,Journal of Adolescent Health,https://doi-org.ezproxy.ub.gu.se/10.1016/j.jadohealth.2015.02.012,0,13.59,,9,13,46,longitudinal study of maltreatment and development ,454,193,case records,case records,,,,self-report,CM,any,marijuana ,marijuana,38,,,,,,,,,,,,,,maltreatment x marijuana T3,table 2 means and standard deviations,,,0,0,0,0,0,0
199,25,"Olson, A.E., Shenk, C.E., Noll, J.G., Allen, B.",2021,USA,Child Maltreatment,https://doi.org/10.1177/10775595211010965 ,0,18,,,,54.3,LONGSCAN,1136,390,case records,case records,,,,self-report,CM,any,cigarette ,cigarette,39,0.359,,,513,0.428,,,390,,,,,,maltreatment x cigarette (age 18),table 3 descriptive stats,% from total and from maltreated sample,,0,0,0,0,1,0
200,25,"Olson, A.E., Shenk, C.E., Noll, J.G., Allen, B.",2021,USA,Child Maltreatment,https://doi.org/10.1177/10775595211010965 ,0,18,,,,54.3,LONGSCAN,1136,388,case records,case records,,,,self-report,CM,any,alcohol,alcohol,39,0.405,,,513,0.5,,,388,,,,,,maltreatment x alcohol (18),table 3 descriptive stats,age of substance use measure = 18,,0,0,0,0,1,0
201,25,"Olson, A.E., Shenk, C.E., Noll, J.G., Allen, B.",2021,USA,Child Maltreatment,https://doi.org/10.1177/10775595211010965 ,0,18,,,,54.3,LONGSCAN,1136,389,case records,case records,,,,self-report,CM,any,marijuana ,marijuana,39,0.296,,,513,0.311,,,389,,,,,,maltreatment x marijuana (18),table 3 descriptive stats,,,0,0,0,0,1,0
202,25,"Olson, A.E., Shenk, C.E., Noll, J.G., Allen, B.",2021,USA,Child Maltreatment,https://doi.org/10.1177/10775595211010965 ,0,18,,,,54.3,LONGSCAN,1136,390,case records,case records,,,,self-report,CM,any,other illicit drugs,illicit drug,39,0.043,,,513,0.077,,,390,,,,,,maltreatment x other illicit drugs (18),table 3 descriptive stats,,,0,0,0,0,1,0
203,26,"Sanders, J., Hershberger, A.R., Kolp, H.M., Um, M., Aalsma, M., Cyders, M.A.",2018,USA,Child Maltreatment,https://doi.org/10.1177/1077559517745154,1,15.45,,13,18,21.6,Juvenile justice involved youth from a Midwestern city,197,197,self report (structured clinical interview),self-report,,,,self-report SASSI-A2,SA,SA,alcohol,alcohol,40,,,,,,,,,,,,-0.04,r,sa x face valid alcohol,table 1 correlation,"measure FVA and alcohol use disorder diagnosis; FVA measures the adolescents use, the other is a score that was calculated from their responses that would constitute a diagnosis",,1,1,1,1,1,1
204,26,"Sanders, J., Hershberger, A.R., Kolp, H.M., Um, M., Aalsma, M., Cyders, M.A.",2018,USA,Child Maltreatment,https://doi.org/10.1177/1077559517745154,1,15.45,,13,18,21.6,Juvenile justice involved youth from a Midwestern city,197,197,self report (structured clinical interview),self-report,,,,self-report SASSI-A2,SA,SA,cannabis or other ,illicit drug,40,,,,,,,,,,,,-0.04,r,sa x face valid other drugs,table 1 correlation,,,1,1,1,1,1,1
205,26,"Sanders, J., Hershberger, A.R., Kolp, H.M., Um, M., Aalsma, M., Cyders, M.A.",2018,USA,Child Maltreatment,https://doi.org/10.1177/1077559517745154,1,15.45,,13,18,21.6,Juvenile justice involved youth from a Midwestern city,197,197,self report (structured clinical interview),self-report,,,,self-report SASSI-A2,PA,PA,alcohol,alcohol,40,,,,,,,,,,,,0.03,r,pa x face valid alcohol,table 1 correlation,,,1,1,1,1,1,1
206,26,"Sanders, J., Hershberger, A.R., Kolp, H.M., Um, M., Aalsma, M., Cyders, M.A.",2018,USA,Child Maltreatment,https://doi.org/10.1177/1077559517745154,1,15.45,,13,18,21.6,Juvenile justice involved youth from a Midwestern city,197,197,self report (structured clinical interview),self-report,,,,self-report SASSI-A2,PA,PA,cannabis or other ,illicit drug,40,,,,,,,,,,,,0.06,r,pa x face valid other drugs ,table 1 correlation,,,1,1,1,1,1,1
207,27,"Smith, C.A., Ireland, T.O., Thornberry, T.P., Elwyn, L.",2008,USA,American Journal of Orthopsychiatry,https://doi.org/10.1037/0002-9432.78.2.173,1,,,14,18,50,Rochester Youth Developmental Study; 1000 adolescents,1000,185,case records,case records,,,,self-report,any,any,drug use,illicit drug,41,0.341,,,695,0.546,,,185,,,,,,official maltreatment x drug use,table 4 bivariate associations,use case records or self report to look at the difference ,,1,1,1,1,1,1
208,27,"Smith, C.A., Ireland, T.O., Thornberry, T.P., Elwyn, L.",2008,USA,American Journal of Orthopsychiatry,https://doi.org/10.1037/0002-9432.78.2.173,1,,,14,18,50,Rochester Youth Developmental Study; 1000 adolescents,1000,241,self-report ,self-report,24,,,self-report,any,any,drug use ,illicit drug,41,0.32,,,594,0.532,,,241,,,,,,self-reported maltreatment x drug use ,table 4 bivariate associations,,,1,1,1,1,1,1
209,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-8,1,,,13,14,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report ,self-report,2,,,self-report,PA+SA,any,alcohol,alcohol,42,,,,,,,,,,,,0.1935,r,pa+sa x alcohol grade 8,table 1 bivariate associations,"average age infered for grade 8,10,12 ",,1,1,1,1,1,1
210,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-9,1,,,13,14,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report,self-report,2,,,self-report,SA,SA,alcohol,alcohol,42,,,,,,,,,,,,0.0839,r,sa x alcohol grade 8,table 1 bivariate associations,r calculated using k to f frequency table,,1,1,1,1,1,1
211,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-10,1,,,13,14,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report,self-report,2,,,self-report,PA,PA,alcohol,alcohol,42,,,,,,,,,,,,0.1909,r,pa x alcohol grade 8,table 1 bivariate associations,,,1,1,1,1,1,1
212,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-11,1,,,15,16,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report ,self-report,2,,,self-report,PA+SA,any,alcohol,alcohol,43,,,,,,,,,,,,0.112,r,pa+sa x alcohol grade 10,table 1 bivariate associations,,,1,1,1,1,1,1
213,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-12,1,,,15,16,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report,self-report,2,,,self-report,SA,SA,alcohol,alcohol,43,,,,,,,,,,,,0.1235,r,sa x alcohol grade 10,table 1 bivariate associations,,,1,1,1,1,1,1
214,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-13,1,,,15,16,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report,self-report,2,,,self-report,PA,PA,alcohol,alcohol,43,,,,,,,,,,,,0.0778,r,pa x alcohol grade 10,table 1 bivariate associations,,,1,1,1,1,1,1
215,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-14,1,,,17,18,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report ,self-report,2,,,self-report,PA+SA,any,alcohol,alcohol,44,,,,,,,,,,,,0.0099,r,pa+sa x alcohol grade 12,table 1 bivariate associations,,,1,1,1,1,1,1
216,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-15,1,,,17,18,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report ,self-report,2,,,self-report,SA,SA,alcohol,alcohol,44,,,,,,,,,,,,0.0619,r,sa x alcohol grade 12,table 1 bivariate associations,,,1,1,1,1,1,1
217,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-16,1,,,17,18,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report ,self-report,2,,,self-report,PA,PA,alcohol,alcohol,44,,,,,,,,,,,,0.0495,r,pa x alcohol grade 12,table 1 bivariate associations,,,1,1,1,1,1,1
218,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-17,1,,,13,18,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report ,self-report,2,,,self-report,PA+SA,any,drug use ,illicit drug,45,,,,,,,,,,,,0.1244,r,pa+sa x illicit drugs (grade 8 - 12),table 3 bivariate associations,illicit drugs are listed differently; authors combine all grades and only give maltreatment type x illicit drug use,,1,1,1,1,1,1
219,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-18,1,,,13,18,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report ,self-report,2,,,self-report,SA,SA,drug use ,illicit drug,45,,,,,,,,,,,,0.0917,r,sa x illicit drugs (grade 8 - 12),table 3 bivariate associations,,,1,1,1,1,1,1
220,28,"Southwick Bensley, L., Spieker, S.J., Eenwyk, J.V., Schoder, J.",1999,USA,Journal of Adolescent Health,https://doi.org/10.1016/S1054-139X(98)00112-19,1,,,13,18,52.1,Washington state public school study addressing adolescent health risk behaviors ,4790,4790,self-report ,self-report,2,,,self-report,PA,PA,drug use ,illicit drug,45,,,,,,,,,,,,0.1391,r,pa x illicit drugs (grade 8 - 12),table 3 bivariate associations,,,1,1,1,1,1,1
227,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.035,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,PA,PA,alcohol,alcohol,51,,,,,,,,,,,,0.01,r,pa x alcohol,table 2 correlations,substance use was assessed at age 16; CM from case records & self-report at age 12,,0,0,0,0,0,0
228,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.036,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,PA,PA,cigarette ,cigarette,51,,,,,,,,,,,,0.07,r,pa x cigarette,table 2 correlations,make sexual abuse and neglect a latent variable; will only use physical abuse & emotional abuse,,0,0,0,0,0,0
229,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.037,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,PA,PA,marijuana ,marijuana,51,,,,,,,,,,,,0.01,r,pa x marijuana,table 2 correlations,,,0,0,0,0,0,0
230,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.038,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,EA,EA,alcohol,alcohol,51,,,,,,,,,,,,0.06,r,ea x alcohol,table 2 correlations,,,0,0,0,0,0,0
231,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.039,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,EA,EA,cigarette ,cigarette,51,,,,,,,,,,,,0.13,r,ea x cigarette,table 2 correlations,,,0,0,0,0,0,0
232,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.040,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,EA,EA,marijuana ,marijuana,51,,,,,,,,,,,,0.06,r,ea x marijuana ,table 2 correlations,,,0,0,0,0,0,0
233,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.041,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Non-contact SA,SA,alcohol,alcohol,51,,,,,,,,,,,,-0.01,r,non contact x alcohol,table 2 correlations,,,0,0,0,0,0,0
234,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.042,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Non-contact SA,SA,cigarette ,cigarette,51,,,,,,,,,,,,0.07,r,non contact x cigarette,table 2 correlations,,,0,0,0,0,0,0
235,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.043,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Non-contact SA,SA,marijuana ,marijuana,51,,,,,,,,,,,,0.03,r,non contact x marijuana,table 2 correlations,,,0,0,0,0,0,0
236,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.044,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Fondling,SA,alcohol,alcohol,51,,,,,,,,,,,,0.03,r,fondling (SA) x alcohol,table 2 correlations,,,0,0,0,0,0,0
237,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.045,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Fondling,SA,cigarette ,cigarette,51,,,,,,,,,,,,0.1,r,fondling (SA) x cigarette,table 2 correlations,,,0,0,0,0,0,0
238,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.046,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Fondling,SA,marijuana ,marijuana,51,,,,,,,,,,,,0.04,r,fondling (SA) x marijuana,table 2 correlations,,,0,0,0,0,0,0
239,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.047,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Oral-genital contact,SA,alcohol,alcohol,51,,,,,,,,,,,,-0.02,r,oral-genital (SA) x alcohol,table 2 correlations,,,0,0,0,0,0,0
240,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.048,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Oral-genital contact,SA,cigarette ,cigarette,51,,,,,,,,,,,,0.03,r,oral-genital (SA) x cigarette,table 2 correlations,,,0,0,0,0,0,0
241,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.049,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Oral-genital contact,SA,marijuana ,marijuana,51,,,,,,,,,,,,-0.03,r,oral-genital (SA) x marijuana,table 2 correlations,,,0,0,0,0,0,0
242,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.050,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Penetration,SA,alcohol,alcohol,51,,,,,,,,,,,,-0.01,r,penetration (SA) x alcohol,table 2 correlations,,,0,0,0,0,0,0
243,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.051,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Penetration,SA,cigarette ,cigarette,51,,,,,,,,,,,,0.1,r,penetration (SA) x cigarette,table 2 correlations,,,0,0,0,0,0,0
244,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.052,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Penetration,SA,marijuana ,marijuana,51,,,,,,,,,,,,0.01,r,penetration (SA) x marijuana,table 2 correlations,,,0,0,0,0,0,0
245,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.053,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,PN,N,alcohol,alcohol,51,,,,,,,,,,,,0.01,r,pn x alcohol,table 2 correlations,,,0,0,0,0,0,0
246,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.054,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,PN,N,cigarette ,cigarette,51,,,,,,,,,,,,0.04,r,pn x cigarette,table 2 correlations,,,0,0,0,0,0,0
247,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.055,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,PN,N,marijuana ,marijuana,51,,,,,,,,,,,,0.02,r,pn x marijuana ,table 2 correlations,,,0,0,0,0,0,0
248,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.056,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Emotional neglect / low emotional support,N,alcohol,alcohol,51,,,,,,,,,,,,0.03,r,emotional neglect x alcohol,table 2 correlations,,,0,0,0,0,0,0
249,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.057,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Emotional neglect / low emotional support,N,cigarette ,cigarette,51,,,,,,,,,,,,0.06,r,emotional neglect x cigarette,table 2 correlations,,,0,0,0,0,0,0
250,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.058,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Emotional neglect / low emotional support,N,marijuana ,marijuana,51,,,,,,,,,,,,0.02,r,emotional neglect x marijuana,table 2 correlations,,,0,0,0,0,0,0
251,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.059,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Supervisory neglect / inadequate supervision ,N,alcohol,alcohol,51,,,,,,,,,,,,0.02,r,supervisory neglect x alcohol,table 2 correlations,,,0,0,0,0,0,0
252,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.060,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Supervisory neglect / inadequate supervision ,N,cigarette ,cigarette,51,,,,,,,,,,,,0.04,r,supervisory neglect x cigarette,table 2 correlations,,,0,0,0,0,0,0
253,29,"Yoon, S., Kobulsky, J.M., Yoon, D., Wonhee, K.",2017,USA,Children and Youth Services Review,https://doi.org/10.1016/j.childyouth.2017.09.061,1,16,,16,16,50.4,LONGSCAN,883,883,self-report (their own measures),self-report,33,".70, .82",,self-report,Supervisory neglect / inadequate supervision ,N,marijuana ,marijuana,51,,,,,,,,,,,,0.05,r,supervisory neglect x marijuana,table 2 correlations,,,0,0,0,0,0,0
